item_id,store_id,qty_sold,date,weekday
item2,storeA,19,5/2/23,Tuesday
item2,storeB,29,5/2/23,Tuesday
item2,storeC,10,5/2/23,Tuesday
item3,storeA,27,5/2/23,Tuesday
item3,storeB,24,5/2/23,Tuesday
item3,storeC,38,5/2/23,Tuesday
item4,storeA,32,5/2/23,Tuesday
item4,storeB,0,5/2/23,Tuesday
item4,storeC,26,5/2/23,Tuesday
item1,storeA,40,5/3/23,Wednesday
item1,storeB,48,5/3/23,Wednesday
item1,storeC,48,5/3/23,Wednesday
item2,storeA,11,5/3/23,Wednesday
item2,storeB,38,5/3/23,Wednesday
item2,storeC,1,5/3/23,Wednesday
item3,storeA,2,5/3/23,Wednesday
item3,storeB,48,5/3/23,Wednesday
item3,storeC,36,5/3/23,Wednesday
item4,storeA,48,5/3/23,Wednesday
item4,storeB,16,5/3/23,Wednesday
item4,storeC,48,5/3/23,Wednesday
item1,storeA,37,5/4/23,Thursday
item1,storeB,23,5/4/23,Thursday
item1,storeC,4,5/4/23,Thursday
item2,storeA,33,5/4/23,Thursday
item2,storeB,5,5/4/23,Thursday
item2,storeC,21,5/4/23,Thursday
item3,storeA,10,5/4/23,Thursday
item3,storeB,47,5/4/23,Thursday
item3,storeC,15,5/4/23,Thursday
item4,storeA,32,5/4/23,Thursday
item4,storeB,8,5/4/23,Thursday
item4,storeC,5,5/4/23,Thursday
item1,storeA,0,5/5/23,Friday
item1,storeB,10,5/5/23,Friday
item1,storeC,27,5/5/23,Friday
item2,storeA,24,5/5/23,Friday
item2,storeB,49,5/5/23,Friday
item2,storeC,22,5/5/23,Friday
item3,storeA,30,5/5/23,Friday
item3,storeB,29,5/5/23,Friday
item3,storeC,41,5/5/23,Friday
item4,storeA,34,5/5/23,Friday
item4,storeB,6,5/5/23,Friday
item4,storeC,15,5/5/23,Friday
item1,storeA,23,5/6/23,Saturday
item1,storeB,32,5/6/23,Saturday
item1,storeC,23,5/6/23,Saturday
item2,storeA,10,5/6/23,Saturday
item2,storeB,48,5/6/23,Saturday
item2,storeC,7,5/6/23,Saturday
item3,storeA,35,5/6/23,Saturday
item3,storeB,37,5/6/23,Saturday
item3,storeC,39,5/6/23,Saturday
item4,storeA,19,5/6/23,Saturday
item4,storeB,34,5/6/23,Saturday
item4,storeC,47,5/6/23,Saturday
item1,storeA,19,5/7/23,Sunday
item1,storeB,7,5/7/23,Sunday
item1,storeC,6,5/7/23,Sunday
item2,storeA,2,5/7/23,Sunday
item2,storeB,16,5/7/23,Sunday
item2,storeC,32,5/7/23,Sunday
item3,storeA,47,5/7/23,Sunday
item3,storeB,11,5/7/23,Sunday
item3,storeC,50,5/7/23,Sunday
item4,storeA,21,5/7/23,Sunday
item4,storeB,21,5/7/23,Sunday
item4,storeC,45,5/7/23,Sunday
item1,storeA,3,5/8/23,Monday
item1,storeB,34,5/8/23,Monday
item1,storeC,48,5/8/23,Monday
item2,storeA,16,5/8/23,Monday
item2,storeB,43,5/8/23,Monday
item2,storeC,27,5/8/23,Monday
item3,storeA,29,5/8/23,Monday
item3,storeB,28,5/8/23,Monday
item3,storeC,45,5/8/23,Monday
item4,storeA,5,5/8/23,Monday
item4,storeB,34,5/8/23,Monday
item4,storeC,40,5/8/23,Monday
item1,storeA,39,5/9/23,Tuesday
item1,storeB,45,5/9/23,Tuesday
item1,storeC,23,5/9/23,Tuesday
item2,storeA,49,5/9/23,Tuesday
item2,storeB,31,5/9/23,Tuesday
item2,storeC,46,5/9/23,Tuesday
item3,storeA,21,5/9/23,Tuesday
item3,storeB,22,5/9/23,Tuesday
item3,storeC,1,5/9/23,Tuesday
item4,storeA,26,5/9/23,Tuesday
item4,storeB,41,5/9/23,Tuesday
item4,storeC,1,5/9/23,Tuesday
item1,storeA,44,5/10/23,Wednesday
item1,storeB,19,5/10/23,Wednesday
item1,storeC,0,5/10/23,Wednesday
item2,storeA,7,5/10/23,Wednesday
item2,storeB,45,5/10/23,Wednesday
item2,storeC,15,5/10/23,Wednesday
item3,storeA,13,5/10/23,Wednesday
item3,storeB,11,5/10/23,Wednesday
item3,storeC,50,5/10/23,Wednesday
item4,storeA,22,5/10/23,Wednesday
item4,storeB,14,5/10/23,Wednesday
item4,storeC,27,5/10/23,Wednesday
item1,storeA,43,5/11/23,Thursday
item1,storeB,4,5/11/23,Thursday
item1,storeC,38,5/11/23,Thursday
item2,storeA,3,5/11/23,Thursday
item2,storeB,5,5/11/23,Thursday
item2,storeC,44,5/11/23,Thursday
item3,storeA,31,5/11/23,Thursday
item3,storeB,29,5/11/23,Thursday
item3,storeC,46,5/11/23,Thursday
item4,storeA,34,5/11/23,Thursday
item4,storeB,39,5/11/23,Thursday
item4,storeC,15,5/11/23,Thursday
item1,storeA,31,5/12/23,Friday
item1,storeB,47,5/12/23,Friday
item1,storeC,24,5/12/23,Friday
item2,storeA,39,5/12/23,Friday
item2,storeB,44,5/12/23,Friday
item2,storeC,0,5/12/23,Friday
item3,storeA,15,5/12/23,Friday
item3,storeB,38,5/12/23,Friday
item3,storeC,4,5/12/23,Friday
item4,storeA,21,5/12/23,Friday
item4,storeB,28,5/12/23,Friday
item4,storeC,2,5/12/23,Friday
item1,storeA,25,5/13/23,Saturday
item1,storeB,47,5/13/23,Saturday
item1,storeC,20,5/13/23,Saturday
item2,storeA,38,5/13/23,Saturday
item2,storeB,35,5/13/23,Saturday
item2,storeC,32,5/13/23,Saturday
item3,storeA,29,5/13/23,Saturday
item3,storeB,36,5/13/23,Saturday
item3,storeC,22,5/13/23,Saturday
item4,storeA,9,5/13/23,Saturday
item4,storeB,4,5/13/23,Saturday
item4,storeC,35,5/13/23,Saturday
item1,storeA,23,5/14/23,Sunday
item1,storeB,11,5/14/23,Sunday
item1,storeC,49,5/14/23,Sunday
item2,storeA,34,5/14/23,Sunday
item2,storeB,32,5/14/23,Sunday
item2,storeC,32,5/14/23,Sunday
item3,storeA,50,5/14/23,Sunday
item3,storeB,42,5/14/23,Sunday
item3,storeC,36,5/14/23,Sunday
item4,storeA,11,5/14/23,Sunday
item4,storeB,2,5/14/23,Sunday
item4,storeC,0,5/14/23,Sunday
item1,storeA,28,5/15/23,Monday
item1,storeB,25,5/15/23,Monday
item1,storeC,9,5/15/23,Monday
item2,storeA,25,5/15/23,Monday
item2,storeB,33,5/15/23,Monday
item2,storeC,50,5/15/23,Monday
item3,storeA,40,5/15/23,Monday
item3,storeB,6,5/15/23,Monday
item3,storeC,3,5/15/23,Monday
item4,storeA,49,5/15/23,Monday
item4,storeB,44,5/15/23,Monday
item4,storeC,10,5/15/23,Monday
item1,storeA,23,5/16/23,Tuesday
item1,storeB,22,5/16/23,Tuesday
item1,storeC,31,5/16/23,Tuesday
item2,storeA,36,5/16/23,Tuesday
item2,storeB,11,5/16/23,Tuesday
item2,storeC,48,5/16/23,Tuesday
item3,storeA,12,5/16/23,Tuesday
item3,storeB,22,5/16/23,Tuesday
item3,storeC,24,5/16/23,Tuesday
item4,storeA,34,5/16/23,Tuesday
item4,storeB,40,5/16/23,Tuesday
item4,storeC,29,5/16/23,Tuesday
item1,storeA,30,5/17/23,Wednesday
item1,storeB,18,5/17/23,Wednesday
item1,storeC,46,5/17/23,Wednesday
item2,storeA,15,5/17/23,Wednesday
item2,storeB,4,5/17/23,Wednesday
item2,storeC,34,5/17/23,Wednesday
item3,storeA,11,5/17/23,Wednesday
item3,storeB,24,5/17/23,Wednesday
item3,storeC,20,5/17/23,Wednesday
item4,storeA,35,5/17/23,Wednesday
item4,storeB,22,5/17/23,Wednesday
item4,storeC,15,5/17/23,Wednesday
item1,storeA,16,5/18/23,Thursday
item1,storeB,37,5/18/23,Thursday
item1,storeC,6,5/18/23,Thursday
item2,storeA,45,5/18/23,Thursday
item2,storeB,12,5/18/23,Thursday
item2,storeC,39,5/18/23,Thursday
item3,storeA,41,5/18/23,Thursday
item3,storeB,8,5/18/23,Thursday
item3,storeC,49,5/18/23,Thursday
item4,storeA,26,5/18/23,Thursday
item4,storeB,1,5/18/23,Thursday
item4,storeC,4,5/18/23,Thursday
item1,storeA,43,5/19/23,Friday
item1,storeB,38,5/19/23,Friday
item1,storeC,26,5/19/23,Friday
item2,storeA,9,5/19/23,Friday
item2,storeB,25,5/19/23,Friday
item2,storeC,18,5/19/23,Friday
item3,storeA,38,5/19/23,Friday
item3,storeB,2,5/19/23,Friday
item3,storeC,44,5/19/23,Friday
item4,storeA,12,5/19/23,Friday
item4,storeB,49,5/19/23,Friday
item4,storeC,27,5/19/23,Friday
item1,storeA,46,5/20/23,Saturday
item1,storeB,20,5/20/23,Saturday
item1,storeC,15,5/20/23,Saturday
item2,storeA,20,5/20/23,Saturday
item2,storeB,10,5/20/23,Saturday
item2,storeC,36,5/20/23,Saturday
item3,storeA,35,5/20/23,Saturday
item3,storeB,34,5/20/23,Saturday
item3,storeC,18,5/20/23,Saturday
item4,storeA,19,5/20/23,Saturday
item4,storeB,17,5/20/23,Saturday
item4,storeC,46,5/20/23,Saturday
item1,storeA,27,5/21/23,Sunday
item1,storeB,7,5/21/23,Sunday
item1,storeC,27,5/21/23,Sunday
item2,storeA,35,5/21/23,Sunday
item2,storeB,25,5/21/23,Sunday
item2,storeC,7,5/21/23,Sunday
item3,storeA,49,5/21/23,Sunday
item3,storeB,27,5/21/23,Sunday
item3,storeC,27,5/21/23,Sunday
item4,storeA,36,5/21/23,Sunday
item4,storeB,40,5/21/23,Sunday
item4,storeC,35,5/21/23,Sunday
item1,storeA,1,5/22/23,Monday
item1,storeB,9,5/22/23,Monday
item1,storeC,29,5/22/23,Monday
item2,storeA,49,5/22/23,Monday
item2,storeB,44,5/22/23,Monday
item2,storeC,4,5/22/23,Monday
item3,storeA,32,5/22/23,Monday
item3,storeB,0,5/22/23,Monday
item3,storeC,17,5/22/23,Monday
item4,storeA,31,5/22/23,Monday
item4,storeB,46,5/22/23,Monday
item4,storeC,48,5/22/23,Monday
item1,storeA,4,5/23/23,Tuesday
item1,storeB,30,5/23/23,Tuesday
item1,storeC,4,5/23/23,Tuesday
item2,storeA,37,5/23/23,Tuesday
item2,storeB,2,5/23/23,Tuesday
item2,storeC,22,5/23/23,Tuesday
item3,storeA,36,5/23/23,Tuesday
item3,storeB,36,5/23/23,Tuesday
item3,storeC,9,5/23/23,Tuesday
item4,storeA,9,5/23/23,Tuesday
item4,storeB,18,5/23/23,Tuesday
item4,storeC,16,5/23/23,Tuesday
item1,storeA,25,5/24/23,Wednesday
item1,storeB,33,5/24/23,Wednesday
item1,storeC,2,5/24/23,Wednesday
item2,storeA,49,5/24/23,Wednesday
item2,storeB,11,5/24/23,Wednesday
item2,storeC,0,5/24/23,Wednesday
item3,storeA,43,5/24/23,Wednesday
item3,storeB,4,5/24/23,Wednesday
item3,storeC,29,5/24/23,Wednesday
item4,storeA,29,5/24/23,Wednesday
item4,storeB,16,5/24/23,Wednesday
item4,storeC,47,5/24/23,Wednesday
item1,storeA,26,5/25/23,Thursday
item1,storeB,50,5/25/23,Thursday
item1,storeC,33,5/25/23,Thursday
item2,storeA,37,5/25/23,Thursday
item2,storeB,32,5/25/23,Thursday
item2,storeC,23,5/25/23,Thursday
item3,storeA,14,5/25/23,Thursday
item3,storeB,29,5/25/23,Thursday
item3,storeC,41,5/25/23,Thursday
item4,storeA,50,5/25/23,Thursday
item4,storeB,16,5/25/23,Thursday
item4,storeC,4,5/25/23,Thursday
item1,storeA,46,5/26/23,Friday
item1,storeB,22,5/26/23,Friday
item1,storeC,15,5/26/23,Friday
item2,storeA,30,5/26/23,Friday
item2,storeB,10,5/26/23,Friday
item2,storeC,15,5/26/23,Friday
item3,storeA,7,5/26/23,Friday
item3,storeB,3,5/26/23,Friday
item3,storeC,39,5/26/23,Friday
item4,storeA,3,5/26/23,Friday
item4,storeB,24,5/26/23,Friday
item4,storeC,2,5/26/23,Friday
item1,storeA,40,5/27/23,Saturday
item1,storeB,11,5/27/23,Saturday
item1,storeC,25,5/27/23,Saturday
item2,storeA,45,5/27/23,Saturday
item2,storeB,33,5/27/23,Saturday
item2,storeC,48,5/27/23,Saturday
item3,storeA,13,5/27/23,Saturday
item3,storeB,25,5/27/23,Saturday
item3,storeC,44,5/27/23,Saturday
item4,storeA,26,5/27/23,Saturday
item4,storeB,8,5/27/23,Saturday
item4,storeC,25,5/27/23,Saturday
item1,storeA,27,5/28/23,Sunday
item1,storeB,22,5/28/23,Sunday
item1,storeC,13,5/28/23,Sunday
item2,storeA,23,5/28/23,Sunday
item2,storeB,1,5/28/23,Sunday
item2,storeC,44,5/28/23,Sunday
item3,storeA,25,5/28/23,Sunday
item3,storeB,13,5/28/23,Sunday
item3,storeC,50,5/28/23,Sunday
item4,storeA,6,5/28/23,Sunday
item4,storeB,2,5/28/23,Sunday
item4,storeC,46,5/28/23,Sunday
item1,storeA,25,5/29/23,Monday
item1,storeB,43,5/29/23,Monday
item1,storeC,24,5/29/23,Monday
item2,storeA,16,5/29/23,Monday
item2,storeB,12,5/29/23,Monday
item2,storeC,19,5/29/23,Monday
item3,storeA,24,5/29/23,Monday
item3,storeB,3,5/29/23,Monday
item3,storeC,9,5/29/23,Monday
item4,storeA,2,5/29/23,Monday
item4,storeB,40,5/29/23,Monday
item4,storeC,44,5/29/23,Monday
item1,storeA,44,5/30/23,Tuesday
item1,storeB,5,5/30/23,Tuesday
item1,storeC,36,5/30/23,Tuesday
item2,storeA,32,5/30/23,Tuesday
item2,storeB,21,5/30/23,Tuesday
item2,storeC,20,5/30/23,Tuesday
item3,storeA,5,5/30/23,Tuesday
item3,storeB,5,5/30/23,Tuesday
item3,storeC,47,5/30/23,Tuesday
item4,storeA,3,5/30/23,Tuesday
item4,storeB,29,5/30/23,Tuesday
item4,storeC,10,5/30/23,Tuesday
item1,storeA,14,5/31/23,Wednesday
item1,storeB,5,5/31/23,Wednesday
item1,storeC,48,5/31/23,Wednesday
item2,storeA,29,5/31/23,Wednesday
item2,storeB,37,5/31/23,Wednesday
item2,storeC,50,5/31/23,Wednesday
item3,storeA,1,5/31/23,Wednesday
item3,storeB,14,5/31/23,Wednesday
item3,storeC,10,5/31/23,Wednesday
item4,storeA,7,5/31/23,Wednesday
item4,storeB,25,5/31/23,Wednesday
item4,storeC,50,5/31/23,Wednesday
item1,storeA,10,6/1/23,Thursday
item1,storeB,35,6/1/23,Thursday
item1,storeC,12,6/1/23,Thursday
item2,storeA,42,6/1/23,Thursday
item2,storeB,2,6/1/23,Thursday
item2,storeC,32,6/1/23,Thursday
item3,storeA,5,6/1/23,Thursday
item3,storeB,49,6/1/23,Thursday
item3,storeC,9,6/1/23,Thursday
item4,storeA,4,6/1/23,Thursday
item4,storeB,22,6/1/23,Thursday
item4,storeC,9,6/1/23,Thursday
item1,storeA,48,6/2/23,Friday
item1,storeB,4,6/2/23,Friday
item1,storeC,43,6/2/23,Friday
item2,storeA,49,6/2/23,Friday
item2,storeB,13,6/2/23,Friday
item2,storeC,10,6/2/23,Friday
item3,storeA,8,6/2/23,Friday
item3,storeB,33,6/2/23,Friday
item3,storeC,11,6/2/23,Friday
item4,storeA,34,6/2/23,Friday
item4,storeB,34,6/2/23,Friday
item4,storeC,0,6/2/23,Friday
item1,storeA,44,6/3/23,Saturday
item1,storeB,41,6/3/23,Saturday
item1,storeC,24,6/3/23,Saturday
item2,storeA,17,6/3/23,Saturday
item2,storeB,39,6/3/23,Saturday
item2,storeC,7,6/3/23,Saturday
item3,storeA,38,6/3/23,Saturday
item3,storeB,39,6/3/23,Saturday
item3,storeC,13,6/3/23,Saturday
item4,storeA,31,6/3/23,Saturday
item4,storeB,50,6/3/23,Saturday
item4,storeC,37,6/3/23,Saturday
item1,storeA,6,6/4/23,Sunday
item1,storeB,50,6/4/23,Sunday
item1,storeC,7,6/4/23,Sunday
item2,storeA,41,6/4/23,Sunday
item2,storeB,14,6/4/23,Sunday
item2,storeC,46,6/4/23,Sunday
item3,storeA,28,6/4/23,Sunday
item3,storeB,32,6/4/23,Sunday
item3,storeC,29,6/4/23,Sunday
item4,storeA,38,6/4/23,Sunday
item4,storeB,26,6/4/23,Sunday
item4,storeC,35,6/4/23,Sunday
item1,storeA,44,6/5/23,Monday
item1,storeB,23,6/5/23,Monday
item1,storeC,14,6/5/23,Monday
item2,storeA,28,6/5/23,Monday
item2,storeB,7,6/5/23,Monday
item2,storeC,4,6/5/23,Monday
item3,storeA,28,6/5/23,Monday
item3,storeB,46,6/5/23,Monday
item3,storeC,3,6/5/23,Monday
item4,storeA,11,6/5/23,Monday
item4,storeB,44,6/5/23,Monday
item4,storeC,1,6/5/23,Monday
item1,storeA,46,6/6/23,Tuesday
item1,storeB,25,6/6/23,Tuesday
item1,storeC,45,6/6/23,Tuesday
item2,storeA,42,6/6/23,Tuesday
item2,storeB,11,6/6/23,Tuesday
item2,storeC,25,6/6/23,Tuesday
item3,storeA,12,6/6/23,Tuesday
item3,storeB,39,6/6/23,Tuesday
item3,storeC,17,6/6/23,Tuesday
item4,storeA,24,6/6/23,Tuesday
item4,storeB,32,6/6/23,Tuesday
item4,storeC,46,6/6/23,Tuesday
item1,storeA,39,6/7/23,Wednesday
item1,storeB,40,6/7/23,Wednesday
item1,storeC,21,6/7/23,Wednesday
item2,storeA,10,6/7/23,Wednesday
item2,storeB,22,6/7/23,Wednesday
item2,storeC,0,6/7/23,Wednesday
item3,storeA,45,6/7/23,Wednesday
item3,storeB,36,6/7/23,Wednesday
item3,storeC,20,6/7/23,Wednesday
item4,storeA,25,6/7/23,Wednesday
item4,storeB,45,6/7/23,Wednesday
item4,storeC,35,6/7/23,Wednesday
item1,storeA,6,6/8/23,Thursday
item1,storeB,17,6/8/23,Thursday
item1,storeC,26,6/8/23,Thursday
item2,storeA,33,6/8/23,Thursday
item2,storeB,26,6/8/23,Thursday
item2,storeC,16,6/8/23,Thursday
item3,storeA,42,6/8/23,Thursday
item3,storeB,43,6/8/23,Thursday
item3,storeC,50,6/8/23,Thursday
item4,storeA,23,6/8/23,Thursday
item4,storeB,24,6/8/23,Thursday
item4,storeC,6,6/8/23,Thursday
item1,storeA,21,6/9/23,Friday
item1,storeB,27,6/9/23,Friday
item1,storeC,39,6/9/23,Friday
item2,storeA,48,6/9/23,Friday
item2,storeB,6,6/9/23,Friday
item2,storeC,0,6/9/23,Friday
item3,storeA,31,6/9/23,Friday
item3,storeB,12,6/9/23,Friday
item3,storeC,29,6/9/23,Friday
item4,storeA,22,6/9/23,Friday
item4,storeB,50,6/9/23,Friday
item4,storeC,18,6/9/23,Friday
item1,storeA,48,6/10/23,Saturday
item1,storeB,49,6/10/23,Saturday
item1,storeC,29,6/10/23,Saturday
item2,storeA,37,6/10/23,Saturday
item2,storeB,50,6/10/23,Saturday
item2,storeC,3,6/10/23,Saturday
item3,storeA,0,6/10/23,Saturday
item3,storeB,7,6/10/23,Saturday
item3,storeC,28,6/10/23,Saturday
item4,storeA,38,6/10/23,Saturday
item4,storeB,2,6/10/23,Saturday
item4,storeC,31,6/10/23,Saturday
item1,storeA,46,6/11/23,Sunday
item1,storeB,36,6/11/23,Sunday
item1,storeC,2,6/11/23,Sunday
item2,storeA,50,6/11/23,Sunday
item2,storeB,32,6/11/23,Sunday
item2,storeC,27,6/11/23,Sunday
item3,storeA,46,6/11/23,Sunday
item3,storeB,7,6/11/23,Sunday
item3,storeC,33,6/11/23,Sunday
item4,storeA,34,6/11/23,Sunday
item4,storeB,31,6/11/23,Sunday
item4,storeC,23,6/11/23,Sunday
item1,storeA,18,6/12/23,Monday
item1,storeB,47,6/12/23,Monday
item1,storeC,18,6/12/23,Monday
item2,storeA,35,6/12/23,Monday
item2,storeB,28,6/12/23,Monday
item2,storeC,17,6/12/23,Monday
item3,storeA,1,6/12/23,Monday
item3,storeB,0,6/12/23,Monday
item3,storeC,46,6/12/23,Monday
item4,storeA,4,6/12/23,Monday
item4,storeB,19,6/12/23,Monday
item4,storeC,10,6/12/23,Monday
item1,storeA,9,6/13/23,Tuesday
item1,storeB,29,6/13/23,Tuesday
item1,storeC,45,6/13/23,Tuesday
item2,storeA,22,6/13/23,Tuesday
item2,storeB,31,6/13/23,Tuesday
item2,storeC,16,6/13/23,Tuesday
item3,storeA,49,6/13/23,Tuesday
item3,storeB,50,6/13/23,Tuesday
item3,storeC,16,6/13/23,Tuesday
item4,storeA,13,6/13/23,Tuesday
item4,storeB,8,6/13/23,Tuesday
item4,storeC,39,6/13/23,Tuesday
item1,storeA,20,6/14/23,Wednesday
item1,storeB,41,6/14/23,Wednesday
item1,storeC,35,6/14/23,Wednesday
item2,storeA,40,6/14/23,Wednesday
item2,storeB,37,6/14/23,Wednesday
item2,storeC,33,6/14/23,Wednesday
item3,storeA,16,6/14/23,Wednesday
item3,storeB,36,6/14/23,Wednesday
item3,storeC,24,6/14/23,Wednesday
item4,storeA,37,6/14/23,Wednesday
item4,storeB,11,6/14/23,Wednesday
item4,storeC,22,6/14/23,Wednesday
item1,storeA,45,6/15/23,Thursday
item1,storeB,1,6/15/23,Thursday
item1,storeC,42,6/15/23,Thursday
item2,storeA,0,6/15/23,Thursday
item2,storeB,50,6/15/23,Thursday
item2,storeC,35,6/15/23,Thursday
item3,storeA,50,6/15/23,Thursday
item3,storeB,25,6/15/23,Thursday
item3,storeC,28,6/15/23,Thursday
item4,storeA,20,6/15/23,Thursday
item4,storeB,10,6/15/23,Thursday
item4,storeC,39,6/15/23,Thursday
item1,storeA,16,6/16/23,Friday
item1,storeB,44,6/16/23,Friday
item1,storeC,42,6/16/23,Friday
item2,storeA,33,6/16/23,Friday
item2,storeB,8,6/16/23,Friday
item2,storeC,25,6/16/23,Friday
item3,storeA,1,6/16/23,Friday
item3,storeB,8,6/16/23,Friday
item3,storeC,8,6/16/23,Friday
item4,storeA,39,6/16/23,Friday
item4,storeB,16,6/16/23,Friday
item4,storeC,0,6/16/23,Friday
item1,storeA,36,6/17/23,Saturday
item1,storeB,43,6/17/23,Saturday
item1,storeC,48,6/17/23,Saturday
item2,storeA,16,6/17/23,Saturday
item2,storeB,9,6/17/23,Saturday
item2,storeC,48,6/17/23,Saturday
item3,storeA,46,6/17/23,Saturday
item3,storeB,11,6/17/23,Saturday
item3,storeC,15,6/17/23,Saturday
item4,storeA,23,6/17/23,Saturday
item4,storeB,18,6/17/23,Saturday
item4,storeC,7,6/17/23,Saturday
item1,storeA,31,6/18/23,Sunday
item1,storeB,9,6/18/23,Sunday
item1,storeC,15,6/18/23,Sunday
item2,storeA,6,6/18/23,Sunday
item2,storeB,16,6/18/23,Sunday
item2,storeC,22,6/18/23,Sunday
item3,storeA,25,6/18/23,Sunday
item3,storeB,20,6/18/23,Sunday
item3,storeC,21,6/18/23,Sunday
item4,storeA,6,6/18/23,Sunday
item4,storeB,13,6/18/23,Sunday
item4,storeC,14,6/18/23,Sunday
item1,storeA,30,6/19/23,Monday
item1,storeB,23,6/19/23,Monday
item1,storeC,34,6/19/23,Monday
item2,storeA,43,6/19/23,Monday
item2,storeB,44,6/19/23,Monday
item2,storeC,33,6/19/23,Monday
item3,storeA,2,6/19/23,Monday
item3,storeB,36,6/19/23,Monday
item3,storeC,42,6/19/23,Monday
item4,storeA,39,6/19/23,Monday
item4,storeB,25,6/19/23,Monday
item4,storeC,22,6/19/23,Monday
item1,storeA,33,6/20/23,Tuesday
item1,storeB,29,6/20/23,Tuesday
item1,storeC,12,6/20/23,Tuesday
item2,storeA,12,6/20/23,Tuesday
item2,storeB,17,6/20/23,Tuesday
item2,storeC,31,6/20/23,Tuesday
item3,storeA,31,6/20/23,Tuesday
item3,storeB,34,6/20/23,Tuesday
item3,storeC,38,6/20/23,Tuesday
item4,storeA,45,6/20/23,Tuesday
item4,storeB,28,6/20/23,Tuesday
item4,storeC,48,6/20/23,Tuesday
item1,storeA,49,6/21/23,Wednesday
item1,storeB,3,6/21/23,Wednesday
item1,storeC,17,6/21/23,Wednesday
item2,storeA,36,6/21/23,Wednesday
item2,storeB,24,6/21/23,Wednesday
item2,storeC,47,6/21/23,Wednesday
item3,storeA,0,6/21/23,Wednesday
item3,storeB,45,6/21/23,Wednesday
item3,storeC,14,6/21/23,Wednesday
item4,storeA,8,6/21/23,Wednesday
item4,storeB,14,6/21/23,Wednesday
item4,storeC,48,6/21/23,Wednesday
item1,storeA,28,6/22/23,Thursday
item1,storeB,50,6/22/23,Thursday
item1,storeC,44,6/22/23,Thursday
item2,storeA,45,6/22/23,Thursday
item2,storeB,9,6/22/23,Thursday
item2,storeC,42,6/22/23,Thursday
item3,storeA,33,6/22/23,Thursday
item3,storeB,25,6/22/23,Thursday
item3,storeC,40,6/22/23,Thursday
item4,storeA,48,6/22/23,Thursday
item4,storeB,2,6/22/23,Thursday
item4,storeC,5,6/22/23,Thursday
item1,storeA,37,6/23/23,Friday
