Date,Demand,StoreID,ProductID,store_item
5/5/23,30,storeA,item3,storeA - item3
5/5/23,29,storeB,item3,storeB - item3
5/5/23,41,storeC,item3,storeC - item3
5/5/23,34,storeA,item4,storeA - item4
5/5/23,6,storeB,item4,storeB - item4
5/5/23,15,storeC,item4,storeC - item4
5/6/23,23,storeA,item1,storeA - item1
5/6/23,32,storeB,item1,storeB - item1
5/6/23,23,storeC,item1,storeC - item1
5/6/23,10,storeA,item2,storeA - item2
5/6/23,48,storeB,item2,storeB - item2
5/6/23,7,storeC,item2,storeC - item2
5/6/23,35,storeA,item3,storeA - item3
5/6/23,37,storeB,item3,storeB - item3
5/6/23,39,storeC,item3,storeC - item3
5/6/23,19,storeA,item4,storeA - item4
5/6/23,34,storeB,item4,storeB - item4
5/6/23,47,storeC,item4,storeC - item4
5/7/23,19,storeA,item1,storeA - item1
5/7/23,7,storeB,item1,storeB - item1
5/7/23,6,storeC,item1,storeC - item1
5/7/23,2,storeA,item2,storeA - item2
5/7/23,16,storeB,item2,storeB - item2
5/7/23,32,storeC,item2,storeC - item2
5/7/23,47,storeA,item3,storeA - item3
5/7/23,11,storeB,item3,storeB - item3
5/7/23,50,storeC,item3,storeC - item3
5/7/23,21,storeA,item4,storeA - item4
5/7/23,21,storeB,item4,storeB - item4
5/7/23,45,storeC,item4,storeC - item4
5/8/23,3,storeA,item1,storeA - item1
5/8/23,34,storeB,item1,storeB - item1
5/8/23,48,storeC,item1,storeC - item1
5/8/23,16,storeA,item2,storeA - item2
5/8/23,43,storeB,item2,storeB - item2
5/8/23,27,storeC,item2,storeC - item2
5/8/23,29,storeA,item3,storeA - item3
5/8/23,28,storeB,item3,storeB - item3
5/8/23,45,storeC,item3,storeC - item3
5/8/23,5,storeA,item4,storeA - item4
5/8/23,34,storeB,item4,storeB - item4
5/8/23,40,storeC,item4,storeC - item4
5/9/23,39,storeA,item1,storeA - item1
5/9/23,45,storeB,item1,storeB - item1
5/9/23,23,storeC,item1,storeC - item1
5/9/23,49,storeA,item2,storeA - item2
5/9/23,31,storeB,item2,storeB - item2
5/9/23,46,storeC,item2,storeC - item2
5/9/23,21,storeA,item3,storeA - item3
5/9/23,22,storeB,item3,storeB - item3
5/9/23,1,storeC,item3,storeC - item3
5/9/23,26,storeA,item4,storeA - item4
5/9/23,41,storeB,item4,storeB - item4
5/9/23,1,storeC,item4,storeC - item4
5/10/23,44,storeA,item1,storeA - item1
5/10/23,19,storeB,item1,storeB - item1
5/10/23,0,storeC,item1,storeC - item1
5/10/23,7,storeA,item2,storeA - item2
5/10/23,45,storeB,item2,storeB - item2
5/10/23,15,storeC,item2,storeC - item2
5/10/23,13,storeA,item3,storeA - item3
5/10/23,11,storeB,item3,storeB - item3
5/10/23,50,storeC,item3,storeC - item3
5/10/23,22,storeA,item4,storeA - item4
5/10/23,14,storeB,item4,storeB - item4
5/10/23,27,storeC,item4,storeC - item4
5/11/23,43,storeA,item1,storeA - item1
5/11/23,4,storeB,item1,storeB - item1
5/11/23,38,storeC,item1,storeC - item1
5/11/23,3,storeA,item2,storeA - item2
5/11/23,5,storeB,item2,storeB - item2
5/11/23,44,storeC,item2,storeC - item2
5/11/23,31,storeA,item3,storeA - item3
5/11/23,29,storeB,item3,storeB - item3
5/11/23,46,storeC,item3,storeC - item3
5/11/23,34,storeA,item4,storeA - item4
5/11/23,39,storeB,item4,storeB - item4
5/11/23,15,storeC,item4,storeC - item4
5/12/23,31,storeA,item1,storeA - item1
5/12/23,47,storeB,item1,storeB - item1
5/12/23,24,storeC,item1,storeC - item1
5/12/23,39,storeA,item2,storeA - item2
5/12/23,44,storeB,item2,storeB - item2
5/12/23,0,storeC,item2,storeC - item2
5/12/23,15,storeA,item3,storeA - item3
5/12/23,38,storeB,item3,storeB - item3
5/12/23,4,storeC,item3,storeC - item3
5/12/23,21,storeA,item4,storeA - item4
5/12/23,28,storeB,item4,storeB - item4
5/12/23,2,storeC,item4,storeC - item4
5/13/23,25,storeA,item1,storeA - item1
5/13/23,47,storeB,item1,storeB - item1
5/13/23,20,storeC,item1,storeC - item1
5/13/23,38,storeA,item2,storeA - item2
5/13/23,35,storeB,item2,storeB - item2
5/13/23,32,storeC,item2,storeC - item2
5/13/23,29,storeA,item3,storeA - item3
5/13/23,36,storeB,item3,storeB - item3
5/13/23,22,storeC,item3,storeC - item3
5/13/23,9,storeA,item4,storeA - item4
5/13/23,4,storeB,item4,storeB - item4
5/13/23,35,storeC,item4,storeC - item4
5/14/23,23,storeA,item1,storeA - item1
5/14/23,11,storeB,item1,storeB - item1
5/14/23,49,storeC,item1,storeC - item1
5/14/23,34,storeA,item2,storeA - item2
5/14/23,32,storeB,item2,storeB - item2
5/14/23,32,storeC,item2,storeC - item2
5/14/23,50,storeA,item3,storeA - item3
5/14/23,42,storeB,item3,storeB - item3
5/14/23,36,storeC,item3,storeC - item3
5/14/23,11,storeA,item4,storeA - item4
5/14/23,2,storeB,item4,storeB - item4
5/14/23,0,storeC,item4,storeC - item4
5/15/23,28,storeA,item1,storeA - item1
5/15/23,25,storeB,item1,storeB - item1
5/15/23,9,storeC,item1,storeC - item1
5/15/23,25,storeA,item2,storeA - item2
5/15/23,33,storeB,item2,storeB - item2
5/15/23,50,storeC,item2,storeC - item2
5/15/23,40,storeA,item3,storeA - item3
5/15/23,6,storeB,item3,storeB - item3
5/15/23,3,storeC,item3,storeC - item3
5/15/23,49,storeA,item4,storeA - item4
5/15/23,44,storeB,item4,storeB - item4
5/15/23,10,storeC,item4,storeC - item4
5/16/23,23,storeA,item1,storeA - item1
5/16/23,22,storeB,item1,storeB - item1
5/16/23,31,storeC,item1,storeC - item1
5/16/23,36,storeA,item2,storeA - item2
5/16/23,11,storeB,item2,storeB - item2
5/16/23,48,storeC,item2,storeC - item2
5/16/23,12,storeA,item3,storeA - item3
5/16/23,22,storeB,item3,storeB - item3
5/16/23,24,storeC,item3,storeC - item3
5/16/23,34,storeA,item4,storeA - item4
5/16/23,40,storeB,item4,storeB - item4
5/16/23,29,storeC,item4,storeC - item4
5/17/23,30,storeA,item1,storeA - item1
5/17/23,18,storeB,item1,storeB - item1
5/17/23,46,storeC,item1,storeC - item1
5/17/23,15,storeA,item2,storeA - item2
5/17/23,4,storeB,item2,storeB - item2
5/17/23,34,storeC,item2,storeC - item2
5/17/23,11,storeA,item3,storeA - item3
5/17/23,24,storeB,item3,storeB - item3
5/17/23,20,storeC,item3,storeC - item3
5/17/23,35,storeA,item4,storeA - item4
5/17/23,22,storeB,item4,storeB - item4
5/17/23,15,storeC,item4,storeC - item4
5/18/23,16,storeA,item1,storeA - item1
5/18/23,37,storeB,item1,storeB - item1
5/18/23,6,storeC,item1,storeC - item1
5/18/23,45,storeA,item2,storeA - item2
5/18/23,12,storeB,item2,storeB - item2
5/18/23,39,storeC,item2,storeC - item2
5/18/23,41,storeA,item3,storeA - item3
5/18/23,8,storeB,item3,storeB - item3
5/18/23,49,storeC,item3,storeC - item3
5/18/23,26,storeA,item4,storeA - item4
5/18/23,1,storeB,item4,storeB - item4
5/18/23,4,storeC,item4,storeC - item4
5/19/23,43,storeA,item1,storeA - item1
5/19/23,38,storeB,item1,storeB - item1
5/19/23,26,storeC,item1,storeC - item1
5/19/23,9,storeA,item2,storeA - item2
5/19/23,25,storeB,item2,storeB - item2
5/19/23,18,storeC,item2,storeC - item2
5/19/23,38,storeA,item3,storeA - item3
5/19/23,2,storeB,item3,storeB - item3
5/19/23,44,storeC,item3,storeC - item3
5/19/23,12,storeA,item4,storeA - item4
5/19/23,49,storeB,item4,storeB - item4
5/19/23,27,storeC,item4,storeC - item4
5/20/23,46,storeA,item1,storeA - item1
5/20/23,20,storeB,item1,storeB - item1
5/20/23,15,storeC,item1,storeC - item1
5/20/23,20,storeA,item2,storeA - item2
5/20/23,10,storeB,item2,storeB - item2
5/20/23,36,storeC,item2,storeC - item2
5/20/23,35,storeA,item3,storeA - item3
5/20/23,34,storeB,item3,storeB - item3
5/20/23,18,storeC,item3,storeC - item3
5/20/23,19,storeA,item4,storeA - item4
5/20/23,17,storeB,item4,storeB - item4
5/20/23,46,storeC,item4,storeC - item4
5/21/23,27,storeA,item1,storeA - item1
5/21/23,7,storeB,item1,storeB - item1
5/21/23,27,storeC,item1,storeC - item1
5/21/23,35,storeA,item2,storeA - item2
5/21/23,25,storeB,item2,storeB - item2
5/21/23,7,storeC,item2,storeC - item2
5/21/23,49,storeA,item3,storeA - item3
5/21/23,27,storeB,item3,storeB - item3
5/21/23,27,storeC,item3,storeC - item3
5/21/23,36,storeA,item4,storeA - item4
5/21/23,40,storeB,item4,storeB - item4
5/21/23,35,storeC,item4,storeC - item4
5/22/23,1,storeA,item1,storeA - item1
5/22/23,9,storeB,item1,storeB - item1
5/22/23,29,storeC,item1,storeC - item1
5/22/23,49,storeA,item2,storeA - item2
5/22/23,44,storeB,item2,storeB - item2
5/22/23,4,storeC,item2,storeC - item2
5/22/23,32,storeA,item3,storeA - item3
5/22/23,0,storeB,item3,storeB - item3
5/22/23,17,storeC,item3,storeC - item3
5/22/23,31,storeA,item4,storeA - item4
5/22/23,46,storeB,item4,storeB - item4
5/22/23,48,storeC,item4,storeC - item4
5/23/23,4,storeA,item1,storeA - item1
5/23/23,30,storeB,item1,storeB - item1
5/23/23,4,storeC,item1,storeC - item1
5/23/23,37,storeA,item2,storeA - item2
5/23/23,2,storeB,item2,storeB - item2
5/23/23,22,storeC,item2,storeC - item2
5/23/23,36,storeA,item3,storeA - item3
5/23/23,36,storeB,item3,storeB - item3
5/23/23,9,storeC,item3,storeC - item3
5/23/23,9,storeA,item4,storeA - item4
5/23/23,18,storeB,item4,storeB - item4
5/23/23,16,storeC,item4,storeC - item4
5/24/23,25,storeA,item1,storeA - item1
5/24/23,33,storeB,item1,storeB - item1
5/24/23,2,storeC,item1,storeC - item1
5/24/23,49,storeA,item2,storeA - item2
5/24/23,11,storeB,item2,storeB - item2
5/24/23,0,storeC,item2,storeC - item2
5/24/23,43,storeA,item3,storeA - item3
5/24/23,4,storeB,item3,storeB - item3
5/24/23,29,storeC,item3,storeC - item3
5/24/23,29,storeA,item4,storeA - item4
5/24/23,16,storeB,item4,storeB - item4
5/24/23,47,storeC,item4,storeC - item4
5/25/23,26,storeA,item1,storeA - item1
5/25/23,50,storeB,item1,storeB - item1
5/25/23,33,storeC,item1,storeC - item1
5/25/23,37,storeA,item2,storeA - item2
5/25/23,32,storeB,item2,storeB - item2
5/25/23,23,storeC,item2,storeC - item2
5/25/23,14,storeA,item3,storeA - item3
5/25/23,29,storeB,item3,storeB - item3
5/25/23,41,storeC,item3,storeC - item3
5/25/23,50,storeA,item4,storeA - item4
5/25/23,16,storeB,item4,storeB - item4
5/25/23,4,storeC,item4,storeC - item4
5/26/23,46,storeA,item1,storeA - item1
5/26/23,22,storeB,item1,storeB - item1
5/26/23,15,storeC,item1,storeC - item1
5/26/23,30,storeA,item2,storeA - item2
5/26/23,10,storeB,item2,storeB - item2
5/26/23,15,storeC,item2,storeC - item2
5/26/23,7,storeA,item3,storeA - item3
5/26/23,3,storeB,item3,storeB - item3
5/26/23,39,storeC,item3,storeC - item3
5/26/23,3,storeA,item4,storeA - item4
5/26/23,24,storeB,item4,storeB - item4
5/26/23,2,storeC,item4,storeC - item4
5/27/23,40,storeA,item1,storeA - item1
5/27/23,11,storeB,item1,storeB - item1
5/27/23,25,storeC,item1,storeC - item1
5/27/23,45,storeA,item2,storeA - item2
5/27/23,33,storeB,item2,storeB - item2
5/27/23,48,storeC,item2,storeC - item2
5/27/23,13,storeA,item3,storeA - item3
5/27/23,25,storeB,item3,storeB - item3
5/27/23,44,storeC,item3,storeC - item3
5/27/23,26,storeA,item4,storeA - item4
5/27/23,8,storeB,item4,storeB - item4
5/27/23,25,storeC,item4,storeC - item4
5/28/23,27,storeA,item1,storeA - item1
5/28/23,22,storeB,item1,storeB - item1
5/28/23,13,storeC,item1,storeC - item1
5/28/23,23,storeA,item2,storeA - item2
5/28/23,1,storeB,item2,storeB - item2
5/28/23,44,storeC,item2,storeC - item2
5/28/23,25,storeA,item3,storeA - item3
5/28/23,13,storeB,item3,storeB - item3
5/28/23,50,storeC,item3,storeC - item3
5/28/23,6,storeA,item4,storeA - item4
5/28/23,2,storeB,item4,storeB - item4
5/28/23,46,storeC,item4,storeC - item4
5/29/23,25,storeA,item1,storeA - item1
5/29/23,43,storeB,item1,storeB - item1
5/29/23,24,storeC,item1,storeC - item1
5/29/23,16,storeA,item2,storeA - item2
5/29/23,12,storeB,item2,storeB - item2
5/29/23,19,storeC,item2,storeC - item2
5/29/23,24,storeA,item3,storeA - item3
5/29/23,3,storeB,item3,storeB - item3
5/29/23,9,storeC,item3,storeC - item3
5/29/23,2,storeA,item4,storeA - item4
5/29/23,40,storeB,item4,storeB - item4
5/29/23,44,storeC,item4,storeC - item4
5/30/23,44,storeA,item1,storeA - item1
5/30/23,5,storeB,item1,storeB - item1
5/30/23,36,storeC,item1,storeC - item1
5/30/23,32,storeA,item2,storeA - item2
5/30/23,21,storeB,item2,storeB - item2
5/30/23,20,storeC,item2,storeC - item2
5/30/23,5,storeA,item3,storeA - item3
5/30/23,5,storeB,item3,storeB - item3
5/30/23,47,storeC,item3,storeC - item3
5/30/23,3,storeA,item4,storeA - item4
5/30/23,29,storeB,item4,storeB - item4
5/30/23,10,storeC,item4,storeC - item4
5/31/23,14,storeA,item1,storeA - item1
5/31/23,5,storeB,item1,storeB - item1
5/31/23,48,storeC,item1,storeC - item1
5/31/23,29,storeA,item2,storeA - item2
5/31/23,37,storeB,item2,storeB - item2
5/31/23,50,storeC,item2,storeC - item2
5/31/23,1,storeA,item3,storeA - item3
5/31/23,14,storeB,item3,storeB - item3
5/31/23,10,storeC,item3,storeC - item3
5/31/23,7,storeA,item4,storeA - item4
5/31/23,25,storeB,item4,storeB - item4
5/31/23,50,storeC,item4,storeC - item4
6/1/23,10,storeA,item1,storeA - item1
6/1/23,35,storeB,item1,storeB - item1
6/1/23,12,storeC,item1,storeC - item1
6/1/23,42,storeA,item2,storeA - item2
6/1/23,2,storeB,item2,storeB - item2
6/1/23,32,storeC,item2,storeC - item2
6/1/23,5,storeA,item3,storeA - item3
6/1/23,49,storeB,item3,storeB - item3
6/1/23,9,storeC,item3,storeC - item3
6/1/23,4,storeA,item4,storeA - item4
6/1/23,22,storeB,item4,storeB - item4
6/1/23,9,storeC,item4,storeC - item4
6/2/23,48,storeA,item1,storeA - item1
6/2/23,4,storeB,item1,storeB - item1
6/2/23,43,storeC,item1,storeC - item1
6/2/23,49,storeA,item2,storeA - item2
6/2/23,13,storeB,item2,storeB - item2
6/2/23,10,storeC,item2,storeC - item2
6/2/23,8,storeA,item3,storeA - item3
6/2/23,33,storeB,item3,storeB - item3
6/2/23,11,storeC,item3,storeC - item3
6/2/23,34,storeA,item4,storeA - item4
6/2/23,34,storeB,item4,storeB - item4
6/2/23,0,storeC,item4,storeC - item4
6/3/23,44,storeA,item1,storeA - item1
6/3/23,41,storeB,item1,storeB - item1
6/3/23,24,storeC,item1,storeC - item1
6/3/23,17,storeA,item2,storeA - item2
6/3/23,39,storeB,item2,storeB - item2
6/3/23,7,storeC,item2,storeC - item2
6/3/23,38,storeA,item3,storeA - item3
6/3/23,39,storeB,item3,storeB - item3
6/3/23,13,storeC,item3,storeC - item3
6/3/23,31,storeA,item4,storeA - item4
6/3/23,50,storeB,item4,storeB - item4
6/3/23,37,storeC,item4,storeC - item4
6/4/23,6,storeA,item1,storeA - item1
6/4/23,50,storeB,item1,storeB - item1
6/4/23,7,storeC,item1,storeC - item1
6/4/23,41,storeA,item2,storeA - item2
6/4/23,14,storeB,item2,storeB - item2
6/4/23,46,storeC,item2,storeC - item2
6/4/23,28,storeA,item3,storeA - item3
6/4/23,32,storeB,item3,storeB - item3
6/4/23,29,storeC,item3,storeC - item3
6/4/23,38,storeA,item4,storeA - item4
6/4/23,26,storeB,item4,storeB - item4
6/4/23,35,storeC,item4,storeC - item4
6/5/23,44,storeA,item1,storeA - item1
6/5/23,23,storeB,item1,storeB - item1
6/5/23,14,storeC,item1,storeC - item1
6/5/23,28,storeA,item2,storeA - item2
6/5/23,7,storeB,item2,storeB - item2
6/5/23,4,storeC,item2,storeC - item2
6/5/23,28,storeA,item3,storeA - item3
6/5/23,46,storeB,item3,storeB - item3
6/5/23,3,storeC,item3,storeC - item3
6/5/23,11,storeA,item4,storeA - item4
6/5/23,44,storeB,item4,storeB - item4
6/5/23,1,storeC,item4,storeC - item4
6/6/23,46,storeA,item1,storeA - item1
6/6/23,25,storeB,item1,storeB - item1
6/6/23,45,storeC,item1,storeC - item1
6/6/23,42,storeA,item2,storeA - item2
6/6/23,11,storeB,item2,storeB - item2
6/6/23,25,storeC,item2,storeC - item2
6/6/23,12,storeA,item3,storeA - item3
6/6/23,39,storeB,item3,storeB - item3
6/6/23,17,storeC,item3,storeC - item3
6/6/23,24,storeA,item4,storeA - item4
6/6/23,32,storeB,item4,storeB - item4
6/6/23,46,storeC,item4,storeC - item4
6/7/23,39,storeA,item1,storeA - item1
6/7/23,40,storeB,item1,storeB - item1
6/7/23,21,storeC,item1,storeC - item1
6/7/23,10,storeA,item2,storeA - item2
6/7/23,22,storeB,item2,storeB - item2
6/7/23,0,storeC,item2,storeC - item2
6/7/23,45,storeA,item3,storeA - item3
6/7/23,36,storeB,item3,storeB - item3
6/7/23,20,storeC,item3,storeC - item3
6/7/23,25,storeA,item4,storeA - item4
6/7/23,45,storeB,item4,storeB - item4
6/7/23,35,storeC,item4,storeC - item4
6/8/23,6,storeA,item1,storeA - item1
6/8/23,17,storeB,item1,storeB - item1
6/8/23,26,storeC,item1,storeC - item1
6/8/23,33,storeA,item2,storeA - item2
6/8/23,26,storeB,item2,storeB - item2
6/8/23,16,storeC,item2,storeC - item2
6/8/23,42,storeA,item3,storeA - item3
6/8/23,43,storeB,item3,storeB - item3
6/8/23,50,storeC,item3,storeC - item3
6/8/23,23,storeA,item4,storeA - item4
6/8/23,24,storeB,item4,storeB - item4
6/8/23,6,storeC,item4,storeC - item4
6/9/23,21,storeA,item1,storeA - item1
6/9/23,27,storeB,item1,storeB - item1
6/9/23,39,storeC,item1,storeC - item1
6/9/23,48,storeA,item2,storeA - item2
6/9/23,6,storeB,item2,storeB - item2
6/9/23,0,storeC,item2,storeC - item2
6/9/23,31,storeA,item3,storeA - item3
6/9/23,12,storeB,item3,storeB - item3
6/9/23,29,storeC,item3,storeC - item3
6/9/23,22,storeA,item4,storeA - item4
6/9/23,50,storeB,item4,storeB - item4
6/9/23,18,storeC,item4,storeC - item4
6/10/23,48,storeA,item1,storeA - item1
6/10/23,49,storeB,item1,storeB - item1
6/10/23,29,storeC,item1,storeC - item1
6/10/23,37,storeA,item2,storeA - item2
6/10/23,50,storeB,item2,storeB - item2
6/10/23,3,storeC,item2,storeC - item2
6/10/23,0,storeA,item3,storeA - item3
6/10/23,7,storeB,item3,storeB - item3
6/10/23,28,storeC,item3,storeC - item3
6/10/23,38,storeA,item4,storeA - item4
6/10/23,2,storeB,item4,storeB - item4
6/10/23,31,storeC,item4,storeC - item4
6/11/23,46,storeA,item1,storeA - item1
6/11/23,36,storeB,item1,storeB - item1
6/11/23,2,storeC,item1,storeC - item1
6/11/23,50,storeA,item2,storeA - item2
6/11/23,32,storeB,item2,storeB - item2
6/11/23,27,storeC,item2,storeC - item2
6/11/23,46,storeA,item3,storeA - item3
6/11/23,7,storeB,item3,storeB - item3
6/11/23,33,storeC,item3,storeC - item3
6/11/23,34,storeA,item4,storeA - item4
6/11/23,31,storeB,item4,storeB - item4
6/11/23,23,storeC,item4,storeC - item4
6/12/23,18,storeA,item1,storeA - item1
6/12/23,47,storeB,item1,storeB - item1
6/12/23,18,storeC,item1,storeC - item1
6/12/23,35,storeA,item2,storeA - item2
6/12/23,28,storeB,item2,storeB - item2
6/12/23,17,storeC,item2,storeC - item2
6/12/23,1,storeA,item3,storeA - item3
6/12/23,0,storeB,item3,storeB - item3
6/12/23,46,storeC,item3,storeC - item3
6/12/23,4,storeA,item4,storeA - item4
6/12/23,19,storeB,item4,storeB - item4
6/12/23,10,storeC,item4,storeC - item4
6/13/23,9,storeA,item1,storeA - item1
6/13/23,29,storeB,item1,storeB - item1
6/13/23,45,storeC,item1,storeC - item1
6/13/23,22,storeA,item2,storeA - item2
6/13/23,31,storeB,item2,storeB - item2
6/13/23,16,storeC,item2,storeC - item2
6/13/23,49,storeA,item3,storeA - item3
6/13/23,50,storeB,item3,storeB - item3
6/13/23,16,storeC,item3,storeC - item3
6/13/23,13,storeA,item4,storeA - item4
6/13/23,8,storeB,item4,storeB - item4
6/13/23,39,storeC,item4,storeC - item4
6/14/23,20,storeA,item1,storeA - item1
6/14/23,41,storeB,item1,storeB - item1
6/14/23,35,storeC,item1,storeC - item1
6/14/23,40,storeA,item2,storeA - item2
6/14/23,37,storeB,item2,storeB - item2
6/14/23,33,storeC,item2,storeC - item2
6/14/23,16,storeA,item3,storeA - item3
6/14/23,36,storeB,item3,storeB - item3
6/14/23,24,storeC,item3,storeC - item3
6/14/23,37,storeA,item4,storeA - item4
6/14/23,11,storeB,item4,storeB - item4
6/14/23,22,storeC,item4,storeC - item4
6/15/23,45,storeA,item1,storeA - item1
6/15/23,1,storeB,item1,storeB - item1
6/15/23,42,storeC,item1,storeC - item1
6/15/23,0,storeA,item2,storeA - item2
6/15/23,50,storeB,item2,storeB - item2
6/15/23,35,storeC,item2,storeC - item2
6/15/23,50,storeA,item3,storeA - item3
6/15/23,25,storeB,item3,storeB - item3
6/15/23,28,storeC,item3,storeC - item3
6/15/23,20,storeA,item4,storeA - item4
6/15/23,10,storeB,item4,storeB - item4
6/15/23,39,storeC,item4,storeC - item4
6/16/23,16,storeA,item1,storeA - item1
6/16/23,44,storeB,item1,storeB - item1
6/16/23,42,storeC,item1,storeC - item1
6/16/23,33,storeA,item2,storeA - item2
6/16/23,8,storeB,item2,storeB - item2
6/16/23,25,storeC,item2,storeC - item2
6/16/23,1,storeA,item3,storeA - item3
6/16/23,8,storeB,item3,storeB - item3
6/16/23,8,storeC,item3,storeC - item3
6/16/23,39,storeA,item4,storeA - item4
6/16/23,16,storeB,item4,storeB - item4
6/16/23,0,storeC,item4,storeC - item4
6/17/23,36,storeA,item1,storeA - item1
6/17/23,43,storeB,item1,storeB - item1
6/17/23,48,storeC,item1,storeC - item1
6/17/23,16,storeA,item2,storeA - item2
6/17/23,9,storeB,item2,storeB - item2
6/17/23,48,storeC,item2,storeC - item2
6/17/23,46,storeA,item3,storeA - item3
6/17/23,11,storeB,item3,storeB - item3
6/17/23,15,storeC,item3,storeC - item3
6/17/23,23,storeA,item4,storeA - item4
6/17/23,18,storeB,item4,storeB - item4
